from,to,distance
L75,L408,6.455
L76,L408,6.455
L77,L408,6.884
L78,L408,12.753
L79,L408,7.867
L80,L408,6.455
L81,L408,7.048
L82,L408,6.79
L91,L408,6.25
L93,L408,6.406
L99,L408,6.06
L102,L408,5.798
L103,L408,62.424
L106,L408,5.678
L113,L408,14.496
L116,L408,16.187
L122,L408,17.459
L128,L408,66.891
L134,L408,17.236
L135,L408,17.236
L138,L408,43.92
L139,L408,43.92
L141,L408,6.455
L145,L408,13.313
L146,L408,12.28
L147,L408,18.725
L150,L408,5.65
L151,L408,18.388
L153,L408,17.62
L154,L408,17.62
L155,L408,17.708
L156,L408,20.87
L157,L408,20.87
L159,L408,21.361
L162,L408,22.728
L168,L408,4.401
L171,L408,41.241
L173,L408,10.066
L178,L408,44.021
L179,L408,44.021
L185,L408,10.685
L186,L408,11.595
L191,L408,41.353
L203,L408,42.886
L206,L408,16.191
L213,L408,20.475
L222,L408,12.106
L227,L408,16.968
L229,L408,41.092
L231,L408,41.217
L246,L408,25.933
L247,L408,26.04
L249,L408,42.154
L252,L408,41.952
L262,L408,21.25
L271,L408,56.895
L273,L408,57.652
L274,L408,56.664
L292,L408,33.64
L299,L408,46.411
L309,L408,16.035
L310,L408,15.492
L313,L408,33.268
L315,L408,6.701
L321,L408,6.594
L323,L408,15.667
L328,L408,15.824
L333,L408,14.535
L334,L408,14.264
L336,L408,5.668
L338,L408,6.054
L349,L408,5.828
L355,L408,11.616
L361,L408,5.94
L365,L408,7.374
L370,L408,41.861
L371,L408,41.861
L375,L408,36.509
L382,L408,6.455
L385,L408,41.353
L387,L408,56.97
L392,L408,2.87
L393,L408,3.225
L402,L408,2.714
L408,L408,0
L411,L408,0.22
L412,L408,0.378
L418,L408,3.287
L423,L408,3.042
L430,L408,80.93
L431,L408,66.894
L437,L408,34.173
L444,L408,60.445
L445,L408,61.83
L469,L408,66.095
L483,L408,79.65
L493,L408,69.543
L495,L408,60.481
L496,L408,50.831
L511,L408,64.257
L527,L408,3.491
L529,L408,0.438
L530,L408,0.378
L540,L408,62.102
L543,L408,59.499
L554,L408,0.378
L556,L408,75.321
L560,L408,91.261
L0,L411,5.894
L7,L411,15.184
L18,L411,27.502
L26,L411,54.661
L33,L411,34.376
L36,L411,34.05
L38,L411,41.513
L57,L411,38.702
L62,L411,17.909
L63,L411,39.008
L70,L411,15.784
L75,L411,6.235
L76,L411,6.235
L77,L411,6.664
L78,L411,7.318
L79,L411,7.647
L80,L411,6.235
L81,L411,6.828
L82,L411,6.57
L91,L411,6.03
L93,L411,6.186
L99,L411,5.84
L102,L411,5.578
L103,L411,62.351
L106,L411,5.458
L113,L411,14.423
L116,L411,16.114
L122,L411,17.386
L128,L411,66.818
L134,L411,17.163
L135,L411,17.163
L138,L411,43.847
L139,L411,43.847
L141,L411,6.235
L145,L411,13.24
L146,L411,12.207
L147,L411,18.652
L150,L411,5.43
L151,L411,18.315
L153,L411,17.547
L154,L411,17.547
L155,L411,17.635
L156,L411,20.797
L157,L411,20.797
L159,L411,21.288
L162,L411,22.655
L168,L411,4.2
L171,L411,41.168
L173,L411,10.285
L178,L411,43.948
L179,L411,43.948
L185,L411,10.904
L186,L411,11.522
L191,L411,41.28
L203,L411,42.813
L206,L411,16.41
L213,L411,20.255
L222,L411,12.033
L227,L411,16.748
L229,L411,41.019
L231,L411,41.144
L246,L411,26.152
L247,L411,26.259
L249,L411,42.081
L252,L411,41.879
L262,L411,21.469
L271,L411,56.822
L273,L411,57.579
L274,L411,56.591
L292,L411,33.859
L299,L411,46.338
L309,L411,15.962
L310,L411,15.419
L313,L411,33.487
L315,L411,6.481
L321,L411,6.374
L323,L411,15.594
L328,L411,15.751
L333,L411,14.462
L334,L411,14.191
L336,L411,5.448
L338,L411,5.834
L349,L411,5.608
L355,L411,11.543
L361,L411,5.867
L365,L411,7.301
L370,L411,41.788
L371,L411,41.788
L375,L411,42.165
L382,L411,6.235
L385,L411,41.28
L387,L411,56.897
L392,L411,2.669
L393,L411,3.024
L402,L411,2.513
L408,L411,0.219
L411,L411,0
L412,L411,0.158
L418,L411,3.067
L423,L411,2.822
L430,L411,80.857
L431,L411,66.821
L437,L411,33.613
L444,L411,59.885
L445,L411,61.27
L469,L411,66.022
L483,L411,79.577
L493,L411,68.983
L495,L411,60.408
L496,L411,50.758
L511,L411,64.184
L527,L411,3.29
L529,L411,0.218
L530,L411,0.158
L540,L411,62.029
L543,L411,59.426
L554,L411,0.158
L556,L411,75.248
L560,L411,91.188
L0,L412,5.736
L7,L412,15.343
L18,L412,27.344
L26,L412,54.82
L33,L412,34.286
L36,L412,33.96
L38,L412,41.672
L57,L412,38.861
L62,L412,17.819
L63,L412,39.167
L70,L412,15.943
L75,L412,6.077
L76,L412,6.077
L77,L412,6.506
L78,L412,7.16
L79,L412,7.489
L80,L412,6.077
L81,L412,6.67
L82,L412,6.412
L91,L412,5.872
L93,L412,6.028
L99,L412,5.682
L102,L412,5.42
L103,L412,62.51
L106,L412,5.3
L113,L412,14.582
L116,L412,16.273
L122,L412,17.545
L128,L412,66.977
L134,L412,17.322
L135,L412,17.322
L138,L412,44.006
L139,L412,44.006
L141,L412,6.077
L145,L412,13.399
L146,L412,12.366
L147,L412,18.811
L150,L412,5.272
L151,L412,18.474
L153,L412,17.706
L154,L412,17.706
L155,L412,17.794
L156,L412,20.956
L157,L412,20.956
L159,L412,21.447
L162,L412,22.814
L168,L412,4.631
L171,L412,41.327
L173,L412,10.195
L178,L412,44.107
L179,L412,44.107
L185,L412,10.814
L186,L412,11.681
L191,L412,41.439
L203,L412,42.972
L206,L412,16.32
L213,L412,20.097
L222,L412,12.192
L227,L412,16.59
L229,L412,41.178
L231,L412,41.303
L246,L412,26.062
L247,L412,26.169
L249,L412,42.24
L252,L412,42.038
L262,L412,21.379
L271,L412,56.981
L273,L412,57.738
L274,L412,56.75
L292,L412,33.769
L299,L412,46.497
L309,L412,16.121
L310,L412,15.578
L313,L412,33.397
L315,L412,6.323
L321,L412,6.216
L323,L412,15.753
L328,L412,15.91
L333,L412,14.621
L334,L412,14.35
L336,L412,5.29
L338,L412,5.676
L349,L412,5.45
L355,L412,10.316
L361,L412,6.026
L365,L412,7.46
L370,L412,41.947
L371,L412,41.947
L375,L412,42.324
L382,L412,6.077
L385,L412,41.439
L387,L412,57.056
L392,L412,4.391
L393,L412,3.455
L402,L412,2.944
L408,L412,0.378
L411,L412,0.159
L412,L412,0
L418,L412,2.909
L423,L412,2.664
L430,L412,81.016
L431,L412,66.98
L437,L412,33.795
L444,L412,60.067
L445,L412,61.452
L469,L412,66.181
L483,L412,79.736
L493,L412,69.165
L495,L412,60.567
L496,L412,50.917
L511,L412,64.343
L527,L412,3.721
L529,L412,0.28
L530,L412,0
L540,L412,62.188
L543,L412,59.585
L554,L412,0
L556,L412,75.407
L560,L412,91.347
L0,L418,4.206
L7,L418,18.817
L18,L418,25.797
L26,L418,58.294
L33,L418,34.569
L36,L418,34.243
L38,L418,45.146
L57,L418,42.335
L62,L418,18.102
L63,L418,42.641
L70,L418,19.417
L75,L418,4.53
L76,L418,4.53
L77,L418,4.959
L78,L418,9.094
L79,L418,5.942
L80,L418,4.53
L81,L418,5.123
L82,L418,4.865
L91,L418,4.342
L93,L418,4.498
L99,L418,4.135
L102,L418,3.873
L103,L418,65.984
L106,L418,3.753
L113,L418,18.056
L116,L418,19.747
L122,L418,21.019
L128,L418,70.451
L134,L418,20.796
L135,L418,20.796
L138,L418,47.48
L139,L418,47.48
L141,L418,4.53
L145,L418,16.873
L146,L418,15.84
L147,L418,22.285
L150,L418,3.725
L151,L418,21.948
L153,L418,20.59
L154,L418,20.59
L155,L418,20.678
L156,L418,23.84
L157,L418,23.84
L159,L418,25.449
L162,L418,25.698
L168,L418,7.376
L171,L418,44.801
L173,L418,8.261
L178,L418,47.581
L179,L418,47.581
L185,L418,11.097
L186,L418,14.652
L191,L418,44.913
L203,L418,46.446
L206,L418,16.603
L213,L418,18.55
L222,L418,15.076
L227,L418,15.043
L229,L418,44.652
L231,L418,44.777
L246,L418,26.345
L247,L418,26.452
L249,L418,37.205
L252,L418,37.529
L262,L418,21.662
L271,L418,60.455
L273,L418,61.212
L274,L418,60.224
L292,L418,34.052
L299,L418,49.971
L309,L418,19.595
L310,L418,19.052
L313,L418,33.68
L315,L418,4.776
L321,L418,4.669
L323,L418,19.227
L328,L418,19.384
L333,L418,18.095
L334,L418,17.824
L336,L418,3.743
L338,L418,4.129
L349,L418,3.903
L355,L418,7.957
L361,L418,9.912
L365,L418,11.346
L370,L418,37.438
L371,L418,37.438
L375,L418,36.921
L382,L418,4.53
L385,L418,44.913
L387,L418,60.53
L392,L418,3.93
L393,L418,3.958
L402,L418,5.689
L408,L418,3.262
L411,L418,3.043
L412,L418,2.884
L418,L418,0
L423,L418,0.379
L430,L418,87.53
L431,L418,65.741
L437,L418,32.248
L444,L418,58.52
L445,L418,59.905
L469,L418,64.942
L483,L418,83.21
L493,L418,67.618
L495,L418,59.328
L496,L418,54.391
L511,L418,63.104
L527,L418,3.671
L529,L418,3.164
L530,L418,2.884
L540,L418,60.949
L543,L418,58.346
L554,L418,2.884
L556,L418,74.168
L560,L418,94.821
L0,L423,5.198
L7,L423,19.809
L18,L423,26.789
L26,L423,59.286
L33,L423,34.332
L36,L423,34.006
L38,L423,46.138
L57,L423,43.327
L62,L423,17.865
L63,L423,43.633
L70,L423,20.409
L75,L423,5.522
L76,L423,5.522
L77,L423,5.951
L78,L423,10.086
L79,L423,6.934
L80,L423,5.522
L81,L423,6.115
L82,L423,5.857
L91,L423,5.334
L93,L423,5.49
L99,L423,5.127
L102,L423,4.865
L103,L423,66.976
L106,L423,4.745
L113,L423,19.048
L116,L423,20.739
L122,L423,22.011
L128,L423,71.443
L134,L423,21.788
L135,L423,21.788
L138,L423,48.472
L139,L423,48.472
L141,L423,5.522
L145,L423,17.865
L146,L423,16.832
L147,L423,23.277
L150,L423,4.717
L151,L423,22.94
L153,L423,20.353
L154,L423,20.353
L155,L423,20.441
L156,L423,23.603
L157,L423,23.603
L159,L423,25.212
L162,L423,25.461
L168,L423,7.278
L171,L423,45.793
L173,L423,7.483
L178,L423,48.573
L179,L423,48.573
L185,L423,10.86
L186,L423,14.415
L191,L423,45.905
L203,L423,47.438
L206,L423,16.366
L213,L423,19.542
L222,L423,14.839
L227,L423,16.035
L229,L423,45.644
L231,L423,45.769
L246,L423,26.108
L247,L423,26.215
L249,L423,36.968
L252,L423,37.292
L262,L423,21.425
L271,L423,61.447
L273,L423,62.204
L274,L423,61.216
L292,L423,33.815
L299,L423,50.963
L309,L423,20.587
L310,L423,20.044
L313,L423,33.443
L315,L423,5.768
L321,L423,5.661
L323,L423,20.219
L328,L423,20.376
L333,L423,19.087
L334,L423,18.816
L336,L423,4.735
L338,L423,5.121
L349,L423,4.895
L355,L423,8.949
L361,L423,8.673
L365,L423,10.107
L370,L423,37.201
L371,L423,37.201
L375,L423,36.684
L382,L423,5.522
L385,L423,45.905
L387,L423,61.522
L392,L423,4.922
L393,L423,4.95
L402,L423,5.591
L408,L423,3.025
L411,L423,2.806
L412,L423,2.647
L418,L423,0.372
L423,L423,0
L430,L423,88.522
L431,L423,66.733
L437,L423,33.24
L444,L423,59.512
L445,L423,60.897
L469,L423,65.934
L483,L423,84.202
L493,L423,68.61
L495,L423,60.32
L496,L423,55.383
L511,L423,64.096
L527,L423,4.663
L529,L423,2.927
L530,L423,2.647
L540,L423,61.941
L543,L423,59.338
L554,L423,2.647
L556,L423,75.16
L560,L423,95.813
L0,L430,73.597
L7,L430,65.033
L18,L430,66.714
L26,L430,101.559
L33,L430,97.507
L36,L430,96.096
L38,L430,88.411
L57,L430,89.378
L62,L430,99.013
L63,L430,89.684
L70,L430,64.85
L75,L430,73.19
L76,L430,73.19
L77,L430,74.075
L78,L430,74.729
L79,L430,75.058
L80,L430,73.19
L81,L430,74.239
L82,L430,73.981
L91,L430,73.733
L93,L430,73.712
L99,L430,73.964
L102,L430,73.091
L103,L430,109.249
L106,L430,73.51
L113,L430,66.512
L116,L430,65.876
L122,L430,73.194
L128,L430,113.716
L134,L430,70.296
L135,L430,70.296
L138,L430,90.745
L139,L430,90.745
L141,L430,73.19
L145,L430,68.672
L146,L430,68.938
L147,L430,74.245
L150,L430,74.027
L151,L430,73.707
L153,L430,84.343
L154,L430,84.343
L155,L430,98.253
L156,L430,97.083
L157,L430,97.083
L159,L430,103.076
L162,L430,79.234
L168,L430,76.079
L171,L430,98.329
L173,L430,86.376
L178,L430,90.846
L179,L430,90.846
L185,L430,92.008
L186,L430,90.929
L191,L430,91.956
L203,L430,93.489
L206,L430,97.514
L213,L430,73.957
L222,L430,80.775
L227,L430,64.051
L229,L430,91.695
L231,L430,91.82
L246,L430,107.256
L247,L430,107.363
L249,L430,92.757
L252,L430,92.555
L262,L430,102.573
L271,L430,103.72
L273,L430,104.477
L274,L430,103.489
L292,L430,96.382
L299,L430,93.236
L309,L430,64.953
L310,L430,64.749
L313,L430,96.618
L315,L430,73.491
L321,L430,74.219
L323,L430,65.549
L328,L430,65.074
L333,L430,66.827
L334,L430,66.744
L336,L430,73.22
L338,L430,73.99
L349,L430,74.48
L355,L430,79.045
L361,L430,68.764
L365,L430,77.707
L370,L430,92.464
L371,L430,92.464
L375,L430,92.841
L382,L430,73.19
L385,L430,91.956
L387,L430,103.795
L392,L430,76.557
L393,L430,75.753
L402,L430,76.553
L408,L430,78.908
L411,L430,78.689
L412,L430,78.53
L418,L430,76.985
L423,L430,78.049
L430,L430,0
L431,L430,11.923
L437,L430,46.552
L444,L430,18.515
L445,L430,16.817
L469,L430,13.497
L483,L430,39.577
L493,L430,10.342
L495,L430,23.148
L496,L430,31.384
L511,L430,28.252
L527,L430,75.466
L529,L430,78.81
L530,L430,78.53
L540,L430,24.935
L543,L430,22.426
L554,L430,78.53
L556,L430,5.747
L560,L430,51.188
L0,L431,62.257
L7,L431,50.893
L18,L431,61.86
L26,L431,91.197
L33,L431,83.367
L36,L431,81.956
L38,L431,78.049
L57,L431,75.238
L62,L431,83.819
L63,L431,75.544
L70,L431,50.71
L75,L431,61.85
L76,L431,61.85
L77,L431,62.735
L78,L431,63.389
L79,L431,63.718
L80,L431,61.85
L81,L431,62.899
L82,L431,62.641
L91,L431,62.393
L93,L431,62.372
L99,L431,62.624
L102,L431,61.751
L103,L431,98.887
L106,L431,62.17
L113,L431,52.372
L116,L431,51.736
L122,L431,52.569
L128,L431,103.354
L134,L431,49.671
L135,L431,49.671
L138,L431,80.383
L139,L431,80.383
L141,L431,61.85
L145,L431,54.532
L146,L431,54.798
L147,L431,53.62
L150,L431,62.687
L151,L431,53.082
L153,L431,70.203
L154,L431,70.203
L155,L431,84.113
L156,L431,82.943
L157,L431,82.943
L159,L431,88.936
L162,L431,65.094
L168,L431,64.739
L171,L431,77.704
L173,L431,75.036
L178,L431,80.484
L179,L431,80.484
L185,L431,76.814
L186,L431,71.473
L191,L431,77.816
L203,L431,79.349
L206,L431,82.32
L213,L431,57.502
L222,L431,66.635
L227,L431,52.711
L229,L431,77.555
L231,L431,77.68
L246,L431,92.062
L247,L431,92.169
L249,L431,78.617
L252,L431,78.415
L262,L431,87.379
L271,L431,93.358
L273,L431,94.115
L274,L431,93.127
L292,L431,82.242
L299,L431,82.874
L309,L431,50.813
L310,L431,50.609
L313,L431,82.478
L315,L431,62.151
L321,L431,62.879
L323,L431,51.409
L328,L431,50.934
L333,L431,52.687
L334,L431,52.604
L336,L431,61.88
L338,L431,62.65
L349,L431,63.14
L355,L431,67.705
L361,L431,54.624
L365,L431,61.719
L370,L431,78.324
L371,L431,78.324
L375,L431,78.701
L382,L431,61.85
L385,L431,77.816
L387,L431,93.433
L392,L431,65.217
L393,L431,64.413
L402,L431,65.213
L408,L431,66.381
L411,L431,66.411
L412,L431,66.569
L418,L431,70.075
L423,L431,71.139
L430,L431,11.888
L431,L431,0
L437,L431,32.412
L444,L431,24.361
L445,L431,19.35
L469,L431,1.648
L483,L431,26.861
L493,L431,13.792
L495,L431,8.877
L496,L431,17.691
L511,L431,13.981
L527,L431,64.126
L529,L431,66.629
L530,L431,66.569
L540,L431,10.664
L543,L431,8.155
L554,L431,66.569
L556,L431,9.306
L560,L431,38.472
L0,L437,28.882
L7,L437,27.92
L18,L437,23.798
L26,L437,70.232
L33,L437,62.402
L36,L437,60.991
L38,L437,57.084
L57,L437,54.273
L62,L437,54.812
L63,L437,54.579
L70,L437,29.998
L75,L437,28.475
L76,L437,28.475
L77,L437,29.36
L78,L437,30.014
L79,L437,30.343
L80,L437,28.475
L81,L437,29.524
L82,L437,29.266
L91,L437,29.018
L93,L437,28.997
L99,L437,29.249
L102,L437,28.376
L103,L437,77.922
L106,L437,28.795
L113,L437,29.927
L116,L437,31.618
L122,L437,32.89
L128,L437,82.389
L134,L437,28.959
L135,L437,28.959
L138,L437,59.418
L139,L437,59.418
L141,L437,28.475
L145,L437,28.744
L146,L437,27.711
L147,L437,34.223
L150,L437,29.312
L151,L437,31.732
L153,L437,48.491
L154,L437,48.491
L155,L437,62.647
L156,L437,64.049
L157,L437,64.049
L159,L437,67.971
L162,L437,43.377
L168,L437,26.678
L171,L437,56.739
L173,L437,41.661
L178,L437,59.519
L179,L437,59.519
L185,L437,47.807
L186,L437,38.998
L191,L437,56.851
L203,L437,58.384
L206,L437,53.313
L213,L437,24.127
L222,L437,39.509
L227,L437,19.336
L229,L437,56.59
L231,L437,56.715
L246,L437,63.055
L247,L437,63.162
L249,L437,57.652
L252,L437,57.45
L262,L437,58.372
L271,L437,72.393
L273,L437,73.15
L274,L437,72.162
L292,L437,61.277
L299,L437,61.909
L309,L437,26.604
L310,L437,28.155
L313,L437,61.513
L315,L437,28.776
L321,L437,29.504
L323,L437,31.098
L328,L437,30.222
L333,L437,29.966
L334,L437,29.695
L336,L437,28.505
L338,L437,29.275
L349,L437,29.765
L355,L437,34.33
L361,L437,27.149
L365,L437,29.244
L370,L437,57.359
L371,L437,57.359
L375,L437,57.736
L382,L437,28.475
L385,L437,56.851
L387,L437,72.468
L392,L437,31.842
L393,L437,31.038
L402,L437,31.838
L408,L437,33.906
L411,L437,33.936
L412,L437,34.094
L418,L437,32.27
L423,L437,33.334
L430,L437,46.482
L431,L437,32.446
L437,L437,0
L444,L437,31.721
L445,L437,25.214
L469,L437,31.647
L483,L437,43.851
L493,L437,30.036
L495,L437,26.033
L496,L437,17.684
L511,L437,29.809
L527,L437,30.751
L529,L437,34.154
L530,L437,34.094
L540,L437,27.654
L543,L437,25.051
L554,L437,34.094
L556,L437,41.377
L560,L437,55.462
L0,L444,50.908
L7,L444,53.694
L18,L444,48.641
L26,L444,96.006
L33,L444,88.176
L36,L444,86.765
L38,L444,82.858
L57,L444,80.047
L62,L444,76.324
L63,L444,80.353
L70,L444,57.062
L75,L444,50.501
L76,L444,50.501
L77,L444,51.386
L78,L444,52.04
L79,L444,52.369
L80,L444,50.501
L81,L444,51.55
L82,L444,51.292
L91,L444,51.044
L93,L444,51.023
L99,L444,51.275
L102,L444,50.402
L103,L444,103.696
L106,L444,50.821
L113,L444,55.701
L116,L444,57.392
L122,L444,58.664
L128,L444,108.163
L134,L444,58.487
L135,L444,58.487
L138,L444,85.192
L139,L444,85.192
L141,L444,50.501
L145,L444,54.518
L146,L444,53.485
L147,L444,59.997
L150,L444,51.338
L151,L444,59.6
L153,L444,74.265
L154,L444,74.265
L155,L444,84.159
L156,L444,89.823
L157,L444,89.823
L159,L444,93.745
L162,L444,69.151
L168,L444,53.39
L171,L444,82.513
L173,L444,63.687
L178,L444,85.293
L179,L444,85.293
L185,L444,69.319
L186,L444,68.24
L191,L444,82.625
L203,L444,84.158
L206,L444,74.825
L213,L444,46.153
L222,L444,65.283
L227,L444,41.362
L229,L444,82.364
L231,L444,82.489
L246,L444,84.567
L247,L444,84.674
L249,L444,83.426
L252,L444,83.224
L262,L444,79.884
L271,L444,98.167
L273,L444,98.924
L274,L444,97.936
L292,L444,87.051
L299,L444,87.683
L309,L444,54.472
L310,L444,53.929
L313,L444,87.287
L315,L444,50.802
L321,L444,51.53
L323,L444,56.872
L328,L444,57.029
L333,L444,55.74
L334,L444,55.469
L336,L444,50.531
L338,L444,51.301
L349,L444,51.791
L355,L444,56.356
L361,L444,52.923
L365,L444,55.018
L370,L444,83.133
L371,L444,83.133
L375,L444,83.51
L382,L444,50.501
L385,L444,82.625
L387,L444,98.242
L392,L444,53.868
L393,L444,53.064
L402,L444,53.864
L408,L444,56.219
L411,L444,56
L412,L444,55.841
L418,L444,54.296
L423,L444,55.36
L430,L444,20.92
L431,L444,25.395
L437,L444,29.706
L444,L444,0
L445,L444,4.395
L469,L444,26.74
L483,L444,47.837
L493,L444,10.569
L495,L444,30.019
L496,L444,32.906
L511,L444,33.795
L527,L444,52.777
L529,L444,56.121
L530,L444,55.841
L540,L444,31.64
L543,L444,29.037
L554,L444,55.841
L556,L444,22.904
L560,L444,59.448
L0,L445,51.185
L7,L445,57.929
L18,L445,50.438
L26,L445,100.241
L33,L445,92.411
L36,L445,91
L38,L445,87.093
L57,L445,84.282
L62,L445,78.908
L63,L445,84.588
L70,L445,63.825
L75,L445,50.778
L76,L445,50.778
L77,L445,51.663
L78,L445,52.317
L79,L445,52.646
L80,L445,50.778
L81,L445,51.827
L82,L445,51.569
L91,L445,51.321
L93,L445,51.3
L99,L445,51.552
L102,L445,50.679
L103,L445,107.931
L106,L445,51.098
L113,L445,59.936
L116,L445,64.851
L122,L445,65.684
L128,L445,112.398
L134,L445,62.786
L135,L445,62.786
L138,L445,89.427
L139,L445,89.427
L141,L445,50.778
L145,L445,58.753
L146,L445,57.72
L147,L445,64.232
L150,L445,51.615
L151,L445,66.197
L153,L445,78.5
L154,L445,78.5
L155,L445,88.394
L156,L445,94.058
L157,L445,94.058
L159,L445,97.98
L162,L445,73.386
L168,L445,55.974
L171,L445,86.748
L173,L445,63.964
L178,L445,89.528
L179,L445,89.528
L185,L445,71.271
L186,L445,70.824
L191,L445,86.86
L203,L445,88.393
L206,L445,77.409
L213,L445,46.43
L222,L445,69.518
L227,L445,41.639
L229,L445,86.599
L231,L445,86.724
L246,L445,87.151
L247,L445,87.258
L249,L445,87.661
L252,L445,87.459
L262,L445,82.468
L271,L445,102.402
L273,L445,103.159
L274,L445,102.171
L292,L445,91.286
L299,L445,91.918
L309,L445,58.707
L310,L445,58.164
L313,L445,91.522
L315,L445,51.079
L321,L445,51.807
L323,L445,64.524
L328,L445,64.049
L333,L445,59.975
L334,L445,59.704
L336,L445,50.808
L338,L445,51.578
L349,L445,52.068
L355,L445,56.633
L361,L445,57.158
L365,L445,59.253
L370,L445,87.368
L371,L445,87.368
L375,L445,87.745
L382,L445,50.778
L385,L445,86.86
L387,L445,102.477
L392,L445,55.82
L393,L445,55.016
L402,L445,55.816
L408,L445,58.171
L411,L445,57.952
L412,L445,57.793
L418,L445,54.573
L423,L445,55.637
L430,L445,16.827
L431,L445,20.385
L437,L445,25.298
L444,L445,4.396
L445,L445,0
L469,L445,21.73
L483,L445,43.442
L493,L445,6.476
L495,L445,25.624
L496,L445,28.511
L511,L445,29.4
L527,L445,54.729
L529,L445,58.073
L530,L445,57.793
L540,L445,27.245
L543,L445,24.642
L554,L445,57.793
L556,L445,18.811
L560,L445,55.053
L0,L469,61.67
L7,L469,50.306
L18,L469,61.273
L26,L469,90.61
L33,L469,82.78
L36,L469,81.369
L38,L469,77.462
L57,L469,74.651
L62,L469,83.232
L63,L469,74.957
L70,L469,50.123
L75,L469,61.263
L76,L469,61.263
L77,L469,62.148
L78,L469,62.802
L79,L469,63.131
L80,L469,61.263
L81,L469,62.312
L82,L469,62.054
L91,L469,61.806
L93,L469,61.785
L99,L469,62.037
L102,L469,61.164
L103,L469,98.3
L106,L469,61.583
L113,L469,51.785
L116,L469,51.149
L122,L469,51.982
L128,L469,102.767
L134,L469,49.084
L135,L469,49.084
L138,L469,79.796
L139,L469,79.796
L141,L469,61.263
L145,L469,53.945
L146,L469,54.211
L147,L469,53.033
L150,L469,62.1
L151,L469,52.495
L153,L469,69.616
L154,L469,69.616
L155,L469,83.526
L156,L469,82.356
L157,L469,82.356
L159,L469,88.349
L162,L469,64.507
L168,L469,64.152
L171,L469,77.117
L173,L469,74.449
L178,L469,79.897
L179,L469,79.897
L185,L469,76.227
L186,L469,70.886
L191,L469,77.229
L203,L469,78.762
L206,L469,81.733
L213,L469,56.915
L222,L469,66.048
L227,L469,52.124
L229,L469,76.968
L231,L469,77.093
L246,L469,91.475
L247,L469,91.582
L249,L469,78.03
L252,L469,77.828
L262,L469,86.792
L271,L469,92.771
L273,L469,93.528
L274,L469,92.54
L292,L469,81.655
L299,L469,82.287
L309,L469,50.226
L310,L469,50.022
L313,L469,81.891
L315,L469,61.564
L321,L469,62.292
L323,L469,50.822
L328,L469,50.347
L333,L469,52.1
L334,L469,52.017
L336,L469,61.293
L338,L469,62.063
L349,L469,62.553
L355,L469,67.118
L361,L469,54.037
L365,L469,61.132
L370,L469,77.737
L371,L469,77.737
L375,L469,78.114
L382,L469,61.263
L385,L469,77.229
L387,L469,92.846
L392,L469,64.63
L393,L469,63.826
L402,L469,64.626
L408,L469,65.794
L411,L469,65.824
L412,L469,65.982
L418,L469,69.488
L423,L469,70.552
L430,L469,13.517
L431,L469,1.676
L437,L469,31.825
L444,L469,26.704
L445,L469,21.693
L469,L469,0
L483,L469,26.08
L493,L469,16.135
L495,L469,8.096
L496,L469,17.104
L511,L469,13.2
L527,L469,63.539
L529,L469,66.042
L530,L469,65.982
L540,L469,9.883
L543,L469,7.374
L554,L469,65.982
L556,L469,11.649
L560,L469,37.691
L0,L483,84.454
L7,L483,62.458
L18,L483,73.425
L26,L483,74.952
L33,L483,85.254
L36,L483,83.843
L38,L483,61.804
L57,L483,77.125
L62,L483,96.71
L63,L483,77.431
L70,L483,65.565
L75,L483,73.415
L76,L483,73.415
L77,L483,85.207
L78,L483,89.016
L79,L483,86.19
L80,L483,73.415
L81,L483,85.371
L82,L483,85.113
L91,L483,84.59
L93,L483,73.937
L99,L483,84.383
L102,L483,73.316
L103,L483,82.642
L106,L483,84.001
L113,L483,66.116
L116,L483,64.54
L122,L483,63.37
L128,L483,87.109
L134,L483,61.236
L135,L483,61.236
L138,L483,64.138
L139,L483,64.138
L141,L483,73.415
L145,L483,71.13
L146,L483,70.097
L147,L483,63.907
L150,L483,83.973
L151,L483,64.647
L153,L483,83.947
L154,L483,83.947
L155,L483,88.071
L156,L483,86.901
L157,L483,86.901
L159,L483,90.823
L162,L483,78.838
L168,L483,77.613
L171,L483,79.591
L173,L483,90.956
L178,L483,64.239
L179,L483,64.239
L185,L483,89.705
L186,L483,84.364
L191,L483,79.703
L203,L483,81.236
L206,L483,95.211
L213,L483,69.067
L222,L483,84.875
L227,L483,64.276
L229,L483,79.442
L231,L483,79.567
L246,L483,91.357
L247,L483,91.551
L249,L483,80.504
L252,L483,80.302
L262,L483,100.27
L271,L483,77.113
L273,L483,77.87
L274,L483,76.882
L292,L483,84.129
L299,L483,66.629
L309,L483,62.378
L310,L483,62.174
L313,L483,84.365
L315,L483,73.716
L321,L483,84.917
L323,L483,65.153
L328,L483,65.532
L333,L483,66.431
L334,L483,66.348
L336,L483,83.991
L338,L483,84.377
L349,L483,84.151
L355,L483,87.879
L361,L483,73.412
L365,L483,74.61
L370,L483,80.211
L371,L483,80.211
L375,L483,80.588
L382,L483,73.415
L385,L483,79.703
L387,L483,77.188
L392,L483,80.572
L393,L483,84.206
L402,L483,79.214
L408,L483,79.272
L411,L483,79.302
L412,L483,79.46
L418,L483,82.966
L423,L483,84.03
L430,L483,39.713
L431,L483,26.995
L437,L483,43.977
L444,L483,48.923
