from,to,time
L349,L392,6.783333333
L355,L392,10.35
L361,L392,8.116666667
L365,L392,10.26666667
L370,L392,35.55
L371,L392,35.55
L375,L392,35.66666667
L382,L392,7.483333333
L385,L392,35.13333333
L387,L392,46.15
L392,L392,0
L393,L392,1.516666667
L402,L392,3.916666667
L408,L392,6.316666667
L411,L392,5.85
L412,L392,6.016666667
L418,L392,7.25
L423,L392,7.883333333
L430,L392,72.66666667
L431,L392,59.53333333
L437,L392,28.75
L444,L392,50.46666667
L445,L392,51.78333333
L469,L392,57.68333333
L483,L392,62.26666667
L493,L392,58.23333333
L495,L392,52.6
L496,L392,45.76666667
L511,L392,55.68333333
L527,L392,1.966666667
L529,L392,6.2
L530,L392,6.016666667
L540,L392,54.33333333
L543,L392,50.23333333
L554,L392,6.016666667
L556,L392,65.41666667
L560,L392,73.16666667
L0,L393,4.683333333
L7,L393,15.33333333
L18,L393,22.75
L26,L393,45.98333333
L33,L393,33.88333333
L36,L393,34
L38,L393,33.55
L57,L393,31.58333333
L62,L393,19.53333333
L63,L393,30.95
L70,L393,16.91666667
L75,L393,5.95
L76,L393,5.95
L77,L393,5.383333333
L78,L393,6.166666667
L79,L393,8.133333333
L80,L393,5.95
L81,L393,6.233333333
L82,L393,5.266666667
L91,L393,5.216666667
L93,L393,5.933333333
L99,L393,5.016666667
L102,L393,4.083333333
L103,L393,53.41666667
L106,L393,4.083333333
L113,L393,14.45
L116,L393,16.73333333
L122,L393,20.98333333
L128,L393,56.2
L134,L393,19.55
L135,L393,19.55
L138,L393,35.56666667
L139,L393,35.56666667
L141,L393,5.95
L145,L393,13.45
L146,L393,12.43333333
L147,L393,16.38333333
L150,L393,4.4
L151,L393,21.28333333
L153,L393,20.95
L154,L393,20.95
L155,L393,21.28333333
L156,L393,24.46666667
L157,L393,24.46666667
L159,L393,25.56666667
L162,L393,23.55
L168,L393,5.466666667
L171,L393,34.56666667
L173,L393,13.26666667
L178,L393,37.36666667
L179,L393,37.36666667
L185,L393,13.48333333
L186,L393,15.71666667
L191,L393,34.86666667
L203,L393,36.71666667
L206,L393,18.46666667
L213,L393,16.81666667
L222,L393,16.56666667
L227,L393,14.1
L229,L393,34.18333333
L231,L393,34.45
L246,L393,26.93333333
L247,L393,28.1
L249,L393,35.68333333
L252,L393,35.55
L262,L393,23.58333333
L271,L393,45.6
L273,L393,47.8
L274,L393,45.11666667
L292,L393,33.4
L299,L393,37.56666667
L309,L393,16.63333333
L310,L393,16.1
L313,L393,32.9
L315,L393,6.116666667
L321,L393,6.566666667
L323,L393,16.13333333
L328,L393,16.93333333
L333,L393,14.8
L334,L393,14.16666667
L336,L393,3.683333333
L338,L393,4.666666667
L349,L393,5.983333333
L355,L393,9.55
L361,L393,7.85
L365,L393,10
L370,L393,35.28333333
L371,L393,35.28333333
L375,L393,35.4
L382,L393,5.95
L385,L393,34.86666667
L387,L393,45.88333333
L392,L393,2.05
L393,L393,0
L402,L393,3.65
L408,L393,6.05
L411,L393,5.583333333
L412,L393,5.8
L418,L393,6
L423,L393,6.616666667
L430,L393,71.13333333
L431,L393,58.01666667
L437,L393,27.23333333
L444,L393,48.93333333
L445,L393,50.26666667
L469,L393,56.15
L483,L393,61.98333333
L493,L393,56.71666667
L495,L393,51.08333333
L496,L393,44.75
L511,L393,54.15
L527,L393,0.433333333
L529,L393,5.933333333
L530,L393,5.8
L540,L393,52.8
L543,L393,48.71666667
L554,L393,5.8
L556,L393,63.88333333
L560,L393,72.88333333
L0,L402,7.333333333
L7,L402,13.1
L18,L402,24.05
L26,L402,43.75
L33,L402,34.11666667
L36,L402,34.23333333
L38,L402,31.31666667
L57,L402,29.35
L62,L402,19.76666667
L63,L402,28.71666667
L70,L402,14.68333333
L75,L402,8.6
L76,L402,8.6
L77,L402,8.033333333
L78,L402,8.816666667
L79,L402,10.78333333
L80,L402,8.6
L81,L402,8.883333333
L82,L402,7.916666667
L91,L402,7.866666667
L93,L402,8.583333333
L99,L402,7.666666667
L102,L402,6.733333333
L103,L402,51.18333333
L106,L402,6.733333333
L113,L402,12.21666667
L116,L402,14.5
L122,L402,18.75
L128,L402,53.96666667
L134,L402,17.31666667
L135,L402,17.31666667
L138,L402,33.33333333
L139,L402,33.33333333
L141,L402,8.6
L145,L402,11.21666667
L146,L402,10.2
L147,L402,14.15
L150,L402,7.05
L151,L402,19.05
L153,L402,18.78333333
L154,L402,18.78333333
L155,L402,19.11666667
L156,L402,22.3
L157,L402,22.3
L159,L402,23.41666667
L162,L402,21.31666667
L168,L402,3.383333333
L171,L402,32.33333333
L173,L402,15.43333333
L178,L402,35.13333333
L179,L402,35.13333333
L185,L402,13.71666667
L186,L402,13.55
L191,L402,32.63333333
L203,L402,34.48333333
L206,L402,18.7
L213,L402,18.11666667
L222,L402,14.4
L227,L402,15.4
L229,L402,31.95
L231,L402,32.21666667
L246,L402,27.15
L247,L402,28.33333333
L249,L402,33.46666667
L252,L402,33.31666667
L262,L402,23.8
L271,L402,43.38333333
L273,L402,45.56666667
L274,L402,42.88333333
L292,L402,33.63333333
L299,L402,35.33333333
L309,L402,14.4
L310,L402,13.86666667
L313,L402,33.13333333
L315,L402,8.766666667
L321,L402,9.216666667
L323,L402,13.9
L328,L402,14.7
L333,L402,12.56666667
L334,L402,11.93333333
L336,L402,6.333333333
L338,L402,7.316666667
L349,L402,8.633333333
L355,L402,12.26666667
L361,L402,5.616666667
L365,L402,7.766666667
L370,L402,33.05
L371,L402,33.05
L375,L402,33.16666667
L382,L402,8.6
L385,L402,32.63333333
L387,L402,43.65
L392,L402,4.133333333
L393,L402,3.7
L402,L402,0
L408,L402,5.333333333
L411,L402,4.866666667
L412,L402,5.083333333
L418,L402,8.533333333
L423,L402,8.383333333
L430,L402,71.61666667
L431,L402,57.98333333
L437,L402,27.21666667
L444,L402,48.91666667
L445,L402,50.25
L469,L402,56.13333333
L483,L402,59.75
L493,L402,56.68333333
L495,L402,51.05
L496,L402,43.25
L511,L402,54.13333333
L527,L402,4.15
L529,L402,5.233333333
L530,L402,5.083333333
L540,L402,52.78333333
L543,L402,48.7
L554,L402,5.083333333
L556,L402,63.86666667
L560,L402,70.65
L0,L408,8.366666667
L7,L408,12.31666667
L18,L408,26.5
L26,L408,42.96666667
L33,L408,29.4
L36,L408,29.51666667
L38,L408,30.55
L57,L408,28.56666667
L62,L408,15.06666667
L63,L408,27.95
L70,L408,13.9
L75,L408,9.716666667
L76,L408,9.716666667
L77,L408,9.15
L78,L408,9.666666667
L79,L408,11.88333333
L80,L408,9.716666667
L81,L408,10
L82,L408,9.033333333
L91,L408,8.883333333
L93,L408,9.6
L99,L408,8.35
L102,L408,7.833333333
L103,L408,50.4
L106,L408,7.833333333
L113,L408,11.43333333
L116,L408,13.73333333
L122,L408,17.98333333
L128,L408,53.18333333
L134,L408,16.55
L135,L408,16.55
L138,L408,32.55
L139,L408,32.55
L141,L408,9.716666667
L145,L408,10.43333333
L146,L408,9.416666667
L147,L408,13.38333333
L150,L408,7.416666667
L151,L408,18.26666667
L153,L408,15.51666667
L154,L408,15.51666667
L155,L408,15.85
L156,L408,19.01666667
L157,L408,19.01666667
L159,L408,20.13333333
L162,L408,20.2
L168,L408,7.3
L171,L408,31.56666667
L173,L408,9.85
L178,L408,34.36666667
L179,L408,34.36666667
L185,L408,9.016666667
L186,L408,10.26666667
L191,L408,31.86666667
L203,L408,33.71666667
L206,L408,14
L213,L408,20.58333333
L222,L408,11.13333333
L227,L408,17.86666667
L229,L408,31.16666667
L231,L408,31.43333333
L246,L408,22.45
L247,L408,23.63333333
L249,L408,32.68333333
L252,L408,32.53333333
L262,L408,19.1
L271,L408,42.6
L273,L408,44.8
L274,L408,42.11666667
L292,L408,28.91666667
L299,L408,34.55
L309,L408,13.61666667
L310,L408,13.08333333
L313,L408,28.43333333
L315,L408,9.883333333
L321,L408,10
L323,L408,13.11666667
L328,L408,13.91666667
L333,L408,11.78333333
L334,L408,11.15
L336,L408,7.433333333
L338,L408,8.416666667
L349,L408,8.2
L355,L408,10.48333333
L361,L408,6.7
L365,L408,8.85
L370,L408,32.28333333
L371,L408,32.28333333
L375,L408,32.05
L382,L408,9.716666667
L385,L408,31.86666667
L387,L408,42.86666667
L392,L408,6.45
L393,L408,6.016666667
L402,L408,5.483333333
L408,L408,0
L411,L408,0.4
L412,L408,0.85
L418,L408,4.3
L423,L408,4.15
L430,L408,71.28333333
L431,L408,57.65
L437,L408,30.98333333
L444,L408,52.7
L445,L408,54.01666667
L469,L408,55.8
L483,L408,58.98333333
L493,L408,60.46666667
L495,L408,50.71666667
L496,L408,42.48333333
L511,L408,53.8
L527,L408,6.466666667
L529,L408,1.066666667
L530,L408,0.85
L540,L408,52.45
L543,L408,48.36666667
L554,L408,0.85
L556,L408,63.53333333
L560,L408,69.88333333
L0,L411,7.95
L7,L411,12.16666667
L18,L411,26.08333333
L26,L411,42.81666667
L33,L411,29.86666667
L36,L411,29.98333333
L38,L411,30.4
L57,L411,28.41666667
L62,L411,15.53333333
L63,L411,27.8
L70,L411,13.75
L75,L411,9.3
L76,L411,9.3
L77,L411,8.733333333
L78,L411,9.516666667
L79,L411,11.48333333
L80,L411,9.3
L81,L411,9.583333333
L82,L411,8.616666667
L91,L411,8.483333333
L93,L411,9.183333333
L99,L411,7.933333333
L102,L411,7.416666667
L103,L411,50.25
L106,L411,7.416666667
L113,L411,11.28333333
L116,L411,13.56666667
L122,L411,17.83333333
L128,L411,53.03333333
L134,L411,16.38333333
L135,L411,16.38333333
L138,L411,32.4
L139,L411,32.4
L141,L411,9.3
L145,L411,10.28333333
L146,L411,9.266666667
L147,L411,13.21666667
L150,L411,7
L151,L411,18.11666667
L153,L411,15.36666667
L154,L411,15.36666667
L155,L411,15.68333333
L156,L411,18.86666667
L157,L411,18.86666667
L159,L411,19.98333333
L162,L411,20.05
L168,L411,6.5
L171,L411,31.4
L173,L411,10.31666667
L178,L411,34.2
L179,L411,34.2
L185,L411,9.483333333
L186,L411,10.11666667
L191,L411,31.7
L203,L411,33.55
L206,L411,14.45
L213,L411,20.16666667
L222,L411,10.96666667
L227,L411,17.45
L229,L411,31.01666667
L231,L411,31.28333333
L246,L411,22.91666667
L247,L411,24.08333333
L249,L411,32.53333333
L252,L411,32.38333333
L262,L411,19.56666667
L271,L411,42.45
L273,L411,44.65
L274,L411,41.95
L292,L411,29.38333333
L299,L411,34.4
L309,L411,13.46666667
L310,L411,12.93333333
L313,L411,28.9
L315,L411,9.466666667
L321,L411,9.583333333
L323,L411,12.96666667
L328,L411,13.76666667
L333,L411,11.63333333
L334,L411,11
L336,L411,7.016666667
L338,L411,8
L349,L411,7.783333333
L355,L411,10.33333333
L361,L411,6.55
L365,L411,8.7
L370,L411,32.11666667
L371,L411,32.11666667
L375,L411,32.23333333
L382,L411,9.3
L385,L411,31.7
L387,L411,42.71666667
L392,L411,5.65
L393,L411,5.233333333
L402,L411,4.7
L408,L411,0.45
L411,L411,0
L412,L411,0.45
L418,L411,3.883333333
L423,L411,3.733333333
L430,L411,71.13333333
L431,L411,57.5
L437,L411,30.33333333
L444,L411,52.03333333
L445,L411,53.36666667
L469,L411,55.65
L483,L411,58.83333333
L493,L411,59.81666667
L495,L411,50.56666667
L496,L411,42.31666667
L511,L411,53.63333333
L527,L411,5.666666667
L529,L411,0.65
L530,L411,0.45
L540,L411,52.28333333
L543,L411,48.2
L554,L411,0.45
L556,L411,63.38333333
L560,L411,69.73333333
L0,L412,7.5
L7,L412,12.75
L18,L412,25.63333333
L26,L412,43.38333333
L33,L412,30.38333333
L36,L412,30.5
L38,L412,30.96666667
L57,L412,29
L62,L412,16.05
L63,L412,28.36666667
L70,L412,14.31666667
L75,L412,8.85
L76,L412,8.85
L77,L412,8.283333333
L78,L412,9.066666667
L79,L412,11.01666667
L80,L412,8.85
L81,L412,9.133333333
L82,L412,8.166666667
L91,L412,8.016666667
L93,L412,8.733333333
L99,L412,7.483333333
L102,L412,6.966666667
L103,L412,50.83333333
L106,L412,6.966666667
L113,L412,11.85
L116,L412,14.15
L122,L412,18.4
L128,L412,53.6
L134,L412,16.96666667
L135,L412,16.96666667
L138,L412,32.98333333
L139,L412,32.98333333
L141,L412,8.85
L145,L412,10.85
L146,L412,9.833333333
L147,L412,13.8
L150,L412,6.55
L151,L412,18.7
L153,L412,15.93333333
L154,L412,15.93333333
L155,L412,16.26666667
L156,L412,19.45
L157,L412,19.45
L159,L412,20.55
L162,L412,20.61666667
L168,L412,7.066666667
L171,L412,31.98333333
L173,L412,10.83333333
L178,L412,34.78333333
L179,L412,34.78333333
L185,L412,10
L186,L412,10.7
L191,L412,32.28333333
L203,L412,34.13333333
L206,L412,14.96666667
L213,L412,19.71666667
L222,L412,11.55
L227,L412,17
L229,L412,31.58333333
L231,L412,31.85
L246,L412,23.43333333
L247,L412,24.61666667
L249,L412,33.1
L252,L412,32.96666667
L262,L412,20.08333333
L271,L412,43.01666667
L273,L412,45.21666667
L274,L412,42.53333333
L292,L412,29.9
L299,L412,34.98333333
L309,L412,14.05
L310,L412,13.51666667
L313,L412,29.41666667
L315,L412,9.016666667
L321,L412,9.133333333
L323,L412,13.55
L328,L412,14.35
L333,L412,12.21666667
L334,L412,11.58333333
L336,L412,6.566666667
L338,L412,7.55
L349,L412,7.333333333
L355,L412,10.2
L361,L412,7.116666667
L365,L412,9.283333333
L370,L412,32.7
L371,L412,32.7
L375,L412,32.81666667
L382,L412,8.85
L385,L412,32.28333333
L387,L412,43.3
L392,L412,5.866666667
L393,L412,5.783333333
L402,L412,5.25
L408,L412,1.033333333
L411,L412,0.566666667
L412,L412,0
L418,L412,3.433333333
L423,L412,3.283333333
L430,L412,71.7
L431,L412,58.08333333
L437,L412,30.11666667
L444,L412,51.83333333
L445,L412,53.15
L469,L412,56.21666667
L483,L412,59.4
L493,L412,59.6
L495,L412,51.15
L496,L412,42.9
L511,L412,54.21666667
L527,L412,6.216666667
L529,L412,0.516666667
L530,L412,0
L540,L412,52.86666667
L543,L412,48.78333333
L554,L412,0
L556,L412,63.95
L560,L412,70.3
L0,L418,6.6
L7,L418,14.88333333
L18,L418,24.66666667
L26,L418,45.53333333
L33,L418,30.06666667
L36,L418,30.18333333
L38,L418,33.11666667
L57,L418,31.13333333
L62,L418,15.73333333
L63,L418,30.51666667
L70,L418,16.46666667
L75,L418,7.866666667
L76,L418,7.866666667
L77,L418,7.3
L78,L418,7.966666667
L79,L418,10.05
L80,L418,7.866666667
L81,L418,8.15
L82,L418,7.183333333
L91,L418,7.133333333
L93,L418,7.85
L99,L418,6.75
L102,L418,6
L103,L418,52.96666667
L106,L418,6
L113,L418,14
L116,L418,16.3
L122,L418,20.55
L128,L418,55.75
L134,L418,19.11666667
L135,L418,19.11666667
L138,L418,35.11666667
L139,L418,35.11666667
L141,L418,7.866666667
L145,L418,13
L146,L418,11.98333333
L147,L418,15.95
L150,L418,5.816666667
L151,L418,20.83333333
L153,L418,19.26666667
L154,L418,19.26666667
L155,L418,19.58333333
L156,L418,22.76666667
L157,L418,22.76666667
L159,L418,22.76666667
L162,L418,23.95
L168,L418,10.28333333
L171,L418,34.11666667
L173,L418,8.35
L178,L418,36.91666667
L179,L418,36.91666667
L185,L418,9.683333333
L186,L418,12.55
L191,L418,34.41666667
L203,L418,36.28333333
L206,L418,14.66666667
L213,L418,18.73333333
L222,L418,14.88333333
L227,L418,16.01666667
L229,L418,33.73333333
L231,L418,34
L246,L418,23.11666667
L247,L418,24.3
L249,L418,33.51666667
L252,L418,33.76666667
L262,L418,19.76666667
L271,L418,45.16666667
L273,L418,47.36666667
L274,L418,44.66666667
L292,L418,29.58333333
L299,L418,37.11666667
L309,L418,16.18333333
L310,L418,15.65
L313,L418,29.1
L315,L418,8.05
L321,L418,8.4
L323,L418,15.68333333
L328,L418,16.48333333
L333,L418,14.35
L334,L418,13.71666667
L336,L418,5.6
L338,L418,6.583333333
L349,L418,6.6
L355,L418,8.783333333
L361,L418,9.9
L365,L418,12.06666667
L370,L418,33.5
L371,L418,33.5
L375,L418,32.71666667
L382,L418,7.866666667
L385,L418,34.41666667
L387,L418,45.43333333
L392,L418,6.566666667
L393,L418,5.816666667
L402,L418,8.283333333
L408,L418,4.35
L411,L418,3.9
L412,L418,3.316666667
L418,L418,0
L423,L418,1.166666667
L430,L418,73.05
L431,L418,59.93333333
L437,L418,29.15
L444,L418,50.85
L445,L418,52.18333333
L469,L418,58.06666667
L483,L418,61.55
L493,L418,58.63333333
L495,L418,53
L496,L418,45.05
L511,L418,56.06666667
L527,L418,5.333333333
L529,L418,3.85
L530,L418,3.316666667
L540,L418,54.71666667
L543,L418,50.63333333
L554,L418,3.316666667
L556,L418,65.81666667
L560,L418,72.45
L0,L423,7.383333333
L7,L423,15.66666667
L18,L423,25.45
L26,L423,46.31666667
L33,L423,30.11666667
L36,L423,30.23333333
L38,L423,33.9
L57,L423,31.91666667
L62,L423,15.78333333
L63,L423,31.3
L70,L423,17.25
L75,L423,8.65
L76,L423,8.65
L77,L423,8.083333333
L78,L423,8.75
L79,L423,10.83333333
L80,L423,8.65
L81,L423,8.933333333
L82,L423,7.983333333
L91,L423,7.916666667
L93,L423,8.633333333
L99,L423,7.533333333
L102,L423,6.783333333
L103,L423,53.75
L106,L423,6.783333333
L113,L423,14.78333333
L116,L423,17.08333333
L122,L423,21.33333333
L128,L423,56.53333333
L134,L423,19.9
L135,L423,19.9
L138,L423,35.9
L139,L423,35.9
L141,L423,8.65
L145,L423,13.78333333
L146,L423,12.76666667
L147,L423,16.73333333
L150,L423,6.6
L151,L423,21.61666667
L153,L423,19.31666667
L154,L423,19.31666667
L155,L423,19.63333333
L156,L423,22.81666667
L157,L423,22.81666667
L159,L423,22.81666667
L162,L423,24
L168,L423,10.43333333
L171,L423,34.9
L173,L423,8.35
L178,L423,37.7
L179,L423,37.7
L185,L423,9.733333333
L186,L423,12.6
L191,L423,35.21666667
L203,L423,37.06666667
L206,L423,14.7
L213,L423,19.51666667
L222,L423,14.91666667
L227,L423,16.8
L229,L423,34.51666667
L231,L423,34.78333333
L246,L423,23.16666667
L247,L423,24.35
L249,L423,33.56666667
L252,L423,33.81666667
L262,L423,19.81666667
L271,L423,45.95
L273,L423,48.15
L274,L423,45.45
L292,L423,29.63333333
L299,L423,37.9
L309,L423,16.96666667
L310,L423,16.43333333
L313,L423,29.15
L315,L423,8.833333333
L321,L423,9.183333333
L323,L423,16.46666667
L328,L423,17.26666667
L333,L423,15.13333333
L334,L423,14.5
L336,L423,6.383333333
L338,L423,7.366666667
L349,L423,7.383333333
L355,L423,9.566666667
L361,L423,10.5
L365,L423,12.65
L370,L423,33.55
L371,L423,33.55
L375,L423,32.76666667
L382,L423,8.65
L385,L423,35.21666667
L387,L423,46.21666667
L392,L423,7.35
L393,L423,6.6
L402,L423,8.616666667
L408,L423,4.4
L411,L423,3.933333333
L412,L423,3.366666667
L418,L423,1.35
L423,L423,0
L430,L423,73.83333333
L431,L423,60.71666667
L437,L423,29.93333333
L444,L423,51.63333333
L445,L423,52.96666667
L469,L423,58.85
L483,L423,62.33333333
L493,L423,59.41666667
L495,L423,53.78333333
L496,L423,45.83333333
L511,L423,56.85
L527,L423,6.116666667
L529,L423,3.9
L530,L423,3.366666667
L540,L423,55.5
L543,L423,51.41666667
L554,L423,3.366666667
L556,L423,66.6
L560,L423,73.23333333
L0,L430,62.38333333
L7,L430,60.33333333
L18,L430,49.06666667
L26,L430,92.73333333
L33,L430,88.76666667
L36,L430,87.06666667
L38,L430,80.3
L57,L430,79
L62,L430,84.26666667
L63,L430,78.38333333
L70,L430,57.5
L75,L430,61.78333333
L76,L430,61.78333333
L77,L430,63.98333333
L78,L430,64.76666667
L79,L430,66.73333333
L80,L430,61.78333333
L81,L430,64.83333333
L82,L430,63.86666667
L91,L430,62.91666667
L93,L430,63.08333333
L99,L430,63.63333333
L102,L430,61.05
L103,L430,100.1666667
L106,L430,61.86666667
L113,L430,60.01666667
L116,L430,59.26666667
L122,L430,61.35
L128,L430,102.95
L134,L430,56.51666667
L135,L430,56.51666667
L138,L430,82.31666667
L139,L430,82.31666667
L141,L430,61.78333333
L145,L430,62.83333333
L146,L430,62.98333333
L147,L430,60.8
L150,L430,63.26666667
L151,L430,60.6
L153,L430,75.33333333
L154,L430,75.33333333
L155,L430,89.1
L156,L430,88.26666667
L157,L430,88.26666667
L159,L430,92.8
L162,L430,70.33333333
L168,L430,64.96666667
L171,L430,81.31666667
L173,L430,74.01666667
L178,L430,84.11666667
L179,L430,84.11666667
L185,L430,78.21666667
L186,L430,76.08333333
L191,L430,82.28333333
L203,L430,84.13333333
L206,L430,83.2
L213,L430,53.86666667
L222,L430,72.65
L227,L430,54.85
L229,L430,81.6
L231,L430,81.86666667
L246,L430,91.65
L247,L430,92.83333333
L249,L430,83.11666667
L252,L430,82.96666667
L262,L430,88.3
L271,L430,92.35
L273,L430,94.55
L274,L430,91.86666667
L292,L430,87.63333333
L299,L430,84.31666667
L309,L430,59.36666667
L310,L430,59.68333333
L313,L430,87.53333333
L315,L430,62.36666667
L321,L430,64.8
L323,L430,58.9
L328,L430,57.96666667
L333,L430,60.81666667
L334,L430,60.3
L336,L430,61.35
L338,L430,63.15
L349,L430,64.85
L355,L430,68.23333333
L361,L430,62.98333333
L365,L430,66.71666667
L370,L430,82.7
L371,L430,82.7
L375,L430,82.81666667
L382,L430,61.78333333
L385,L430,82.28333333
L387,L430,92.63333333
L392,L430,66.86666667
L393,L430,64.81666667
L402,L430,65.18333333
L408,L430,69
L411,L430,68.55
L412,L430,67.96666667
L418,L430,67.13333333
L423,L430,67.76666667
L430,L430,0
L431,L430,11.46666667
L437,L430,45.18333333
L444,L430,18.5
L445,L430,15.3
L469,L430,13.85
L483,L430,40.46666667
L493,L430,9.283333333
L495,L430,22.51666667
L496,L430,31.03333333
L511,L430,27.96666667
L527,L430,64.35
L529,L430,68.5
L530,L430,67.96666667
L540,L430,24.8
L543,L430,21.13333333
L554,L430,67.96666667
L556,L430,5
L560,L430,51.35
L0,L431,56
L7,L431,47.16666667
L18,L431,56.88333333
L26,L431,80.25
L33,L431,75.61666667
L36,L431,73.91666667
L38,L431,67.81666667
L57,L431,65.85
L62,L431,72.1
L63,L431,65.21666667
L70,L431,44.35
L75,L431,55.4
L76,L431,55.4
L77,L431,57.6
L78,L431,58.38333333
L79,L431,60.35
L80,L431,55.4
L81,L431,58.45
L82,L431,57.48333333
L91,L431,56.53333333
L93,L431,56.7
L99,L431,57.25
L102,L431,54.66666667
L103,L431,87.68333333
L106,L431,55.48333333
L113,L431,46.86666667
L116,L431,46.11666667
L122,L431,48.86666667
L128,L431,90.46666667
L134,L431,44.03333333
L135,L431,44.03333333
L138,L431,69.83333333
L139,L431,69.83333333
L141,L431,55.4
L145,L431,49.68333333
L146,L431,49.81666667
L147,L431,48.31666667
L150,L431,56.88333333
L151,L431,48.11666667
L153,L431,62.16666667
L154,L431,62.16666667
L155,L431,75.95
L156,L431,75.11666667
L157,L431,75.11666667
L159,L431,79.65
L162,L431,57.16666667
L168,L431,58.58333333
L171,L431,68.83333333
L173,L431,67.63333333
L178,L431,71.63333333
L179,L431,71.63333333
L185,L431,66.05
L186,L431,63.3
L191,L431,69.13333333
L203,L431,70.98333333
L206,L431,71.01666667
L213,L431,52.65
L222,L431,59.5
L227,L431,48.45
L229,L431,68.43333333
L231,L431,68.7
L246,L431,79.48333333
L247,L431,80.66666667
L249,L431,69.95
L252,L431,69.81666667
L262,L431,76.13333333
L271,L431,79.86666667
L273,L431,82.06666667
L274,L431,79.38333333
L292,L431,74.48333333
L299,L431,71.83333333
L309,L431,46.21666667
L310,L431,46.51666667
L313,L431,74.38333333
L315,L431,55.98333333
L321,L431,58.41666667
L323,L431,45.75
L328,L431,44.8
L333,L431,47.66666667
L334,L431,47.13333333
L336,L431,54.96666667
L338,L431,56.76666667
L349,L431,58.46666667
L355,L431,61.85
L361,L431,49.83333333
L365,L431,55.5
L370,L431,69.55
L371,L431,69.55
L375,L431,69.66666667
L382,L431,55.4
L385,L431,69.13333333
L387,L431,80.15
L392,L431,60.48333333
L393,L431,58.43333333
L402,L431,58.8
L408,L431,57.85
L411,L431,57.65
L412,L431,58.1
L418,L431,60.58333333
L423,L431,61.21666667
L430,L431,11.51666667
L431,L431,0
L437,L431,32.01666667
L444,L431,21.95
L445,L431,18.76666667
L469,L431,3
L483,L431,28.48333333
L493,L431,12.63333333
L495,L431,12.15
L496,L431,21.41666667
L511,L431,17.6
L527,L431,57.95
L529,L431,58.3
L530,L431,58.1
L540,L431,14.43333333
L543,L431,10.76666667
L554,L431,58.1
L556,L431,9.516666667
L560,L431,39.38333333
L0,L437,24.3
L7,L437,23.58333333
L18,L437,22.83333333
L26,L437,57.86666667
L33,L437,53.25
L36,L437,51.53333333
L38,L437,45.45
L57,L437,43.46666667
L62,L437,44.25
L63,L437,42.85
L70,L437,26.85
L75,L437,23.7
L76,L437,23.7
L77,L437,25.9
L78,L437,26.68333333
L79,L437,28.65
L80,L437,23.7
L81,L437,26.75
L82,L437,25.78333333
L91,L437,24.83333333
L93,L437,25
L99,L437,25.55
L102,L437,22.96666667
L103,L437,65.3
L106,L437,23.78333333
L113,L437,25.91666667
L116,L437,28.2
L122,L437,32.45
L128,L437,68.08333333
L134,L437,26.53333333
L135,L437,26.53333333
L138,L437,47.45
L139,L437,47.45
L141,L437,23.7
L145,L437,24.91666667
L146,L437,23.9
L147,L437,28.28333333
L150,L437,25.18333333
L151,L437,32.51666667
L153,L437,40.7
L154,L437,40.7
L155,L437,50.95
L156,L437,53.95
L157,L437,53.95
L159,L437,57.28333333
L162,L437,37.36666667
L168,L437,24.8
L171,L437,46.46666667
L173,L437,35.93333333
L178,L437,49.26666667
L179,L437,49.26666667
L185,L437,38.2
L186,L437,33.86666667
L191,L437,46.76666667
L203,L437,48.61666667
L206,L437,43.18333333
L213,L437,20.95
L222,L437,34.73333333
L227,L437,16.76666667
L229,L437,46.06666667
L231,L437,46.33333333
L246,L437,51.65
L247,L437,52.81666667
L249,L437,47.58333333
L252,L437,47.43333333
L262,L437,48.3
L271,L437,57.5
L273,L437,59.7
L274,L437,57.01666667
L292,L437,52.1
L299,L437,49.45
L309,L437,24.73333333
L310,L437,24.35
L313,L437,52
L315,L437,24.28333333
L321,L437,26.71666667
L323,L437,27.6
L328,L437,27.31666667
L333,L437,26.26666667
L334,L437,25.63333333
L336,L437,23.26666667
L338,L437,25.06666667
L349,L437,26.76666667
L355,L437,30.15
L361,L437,23.56666667
L365,L437,26.08333333
L370,L437,47.18333333
L371,L437,47.18333333
L375,L437,47.3
L382,L437,23.7
L385,L437,46.76666667
L387,L437,57.76666667
L392,L437,28.78333333
L393,L437,26.73333333
L402,L437,27.1
L408,L437,28.43333333
L411,L437,28.23333333
L412,L437,28.68333333
L418,L437,29.05
L423,L437,29.68333333
L430,L437,44.63333333
L431,L437,31
L437,L437,0
L444,L437,26.28333333
L445,L437,21.55
L469,L437,29.15
L483,L437,39.85
L493,L437,25.25
L495,L437,24.06666667
L496,L437,16.28333333
L511,L437,27.15
L527,L437,26.26666667
L529,L437,28.88333333
L530,L437,28.68333333
L540,L437,25.8
L543,L437,21.71666667
L554,L437,28.68333333
L556,L437,34.01666667
L560,L437,50.75
L0,L444,42.51666667
L7,L444,44.33333333
L18,L444,41.96666667
L26,L444,78.61666667
L33,L444,74
L36,L444,72.28333333
L38,L444,66.2
L57,L444,64.21666667
L62,L444,64.38333333
L63,L444,63.6
L70,L444,49.13333333
L75,L444,41.9
L76,L444,41.9
L77,L444,44.1
L78,L444,44.88333333
L79,L444,46.85
L80,L444,41.9
L81,L444,44.95
L82,L444,44
L91,L444,43.05
L93,L444,43.2
L99,L444,43.76666667
